date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:53:42	53454/53454	---M-Z	200	added ('OK')	text/html	etag:W/%22639aade9-d0ce%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/forms/basic_elements.html	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/forms/basic_elements.html	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:43	41898/41898	---M-Z	200	added ('OK')	text/html	etag:W/%22639aade9-a3aa%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/tables/basic-table.html	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/tables/basic-table.html	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:43	22824/22824	---M-Z	200	added ('OK')	text/html	etag:W/%22639aade9-5928%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/charts/chartjs.html	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/charts/chartjs.html	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:43	308240/308240	---M-Z	200	added ('OK')	text/html	etag:W/%22639aade9-4b410%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/icons/mdi.html	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/icons/mdi.html	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:44	20099/20099	---M-Z	200	added ('OK')	text/html	etag:W/%22639aade9-4e83%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/blank-page.html	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/blank-page.html	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:44	2759/2759	---M-Z	200	added ('OK')	text/html	etag:W/%22639aade9-ac7%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/error-404.html	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/error-404.html	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:44	2734/2734	---M-Z	200	added ('OK')	text/html	etag:W/%22639aade9-aae%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/error-500.html	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/error-500.html	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:45	3399/3399	---M-Z	200	added ('OK')	text/html	etag:W/%22639aade9-d47%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/login.html	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/login.html	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:45	3705/3705	---M-Z	200	added ('OK')	text/html	etag:W/%22639aade9-e79%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/register.html	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/pages/samples/register.html	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:45	23829/23829	---M--	200	added ('OK')	image/jpeg	etag:%22639aade8-5d15%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face4.jpg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face4.jpg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:45	18358/18358	---M--	200	added ('OK')	image/jpeg	etag:%22639aade8-47b6%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face2.jpg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face2.jpg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:46	20779/20779	---M--	200	added ('OK')	image/jpeg	etag:%22639aade8-512b%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face3.jpg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face3.jpg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:46	7075/7075	---M--	200	added ('OK')	image/png	etag:%22639aade8-1ba3%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Group126@2x.png	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Group126@2x.png	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:46	22622/22622	---M--	200	added ('OK')	image/jpeg	etag:%22639aade8-585e%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face1.jpg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face1.jpg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:46	14746/14746	---M--	200	added ('OK')	image/jpeg	etag:%22639aade8-399a%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face5.jpg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face5.jpg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:47	19736/19736	---M--	200	added ('OK')	image/jpeg	etag:%22639aade8-4d18%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face6.jpg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face6.jpg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:47	23143/23143	---M--	200	added ('OK')	image/jpeg	etag:%22639aade8-5a67%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face8.jpg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face8.jpg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:47	15582/15582	---M--	200	added ('OK')	image/jpeg	etag:%22639aade8-3cde%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face9.jpg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face9.jpg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:47	11141/11141	---M--	200	added ('OK')	image/jpeg	etag:%22639aade8-2b85%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face11.jpg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face11.jpg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:47	84820/84820	---M--	200	added ('OK')	image/jpeg	etag:%22639aade8-14b54%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Rectangle.jpg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Rectangle.jpg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:48	33489/33489	---M--	200	added ('OK')	image/jpeg	etag:%22639aade8-82d1%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Img_5.jpg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/Img_5.jpg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:48	54840/54840	---M--	200	added ('OK')	image/jpeg	etag:%22639aade8-d638%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/img_6.jpg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/dashboard/img_6.jpg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:48	10063/10063	---M--	200	added ('OK')	image/jpeg	etag:%22639aade8-274f%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face12.jpg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/images/faces/face12.jpg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:48	188852/188852	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639aade8-2e1b4%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/js/vendor.bundle.base.js	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/js/vendor.bundle.base.js	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:49	172812/172812	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639aade8-2a30c%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/chart.js/Chart.min.js	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/chart.js/Chart.min.js	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:49	29461/29461	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639aade8-7315%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/progressbar.js/progressbar.min.js	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/progressbar.js/progressbar.min.js	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:49	57116/57116	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639aade8-df1c%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap.min.js	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap.min.js	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:50	104258/104258	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639aade8-19742%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap-world-mill-en.js	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/jvectormap/jquery-jvectormap-world-mill-en.js	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:50	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639aade8-ad36%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/owl-carousel-2/owl.carousel.min.js	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/owl-carousel-2/owl.carousel.min.js	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:50	185/185	---M--	200	added ('OK')	application/javascript	etag:%22639aade8-b9%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/js/off-canvas.js	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/js/off-canvas.js	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:51	806/806	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639aade8-326%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/js/hoverable-collapse.js	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/js/hoverable-collapse.js	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:51	4105/4105	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639aade8-1009%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/js/misc.js	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/js/misc.js	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:51	3618/3618	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639aade8-e22%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/js/settings.js	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/js/settings.js	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:51	972/972	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639aade8-3cc%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/js/todolist.js	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/js/todolist.js	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:51	6970/6970	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639aade8-1b3a%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/js/dashboard.js	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/js/dashboard.js	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/)
09:53:52	663148/663148	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639aade8-a1e6c%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont.eot?v=3.9.97	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont3b9f.eot	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/css/materialdesignicons.min.css)
09:53:52	663148/663148	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639aade8-a1e6c%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont.eot?	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfontd41d.eot	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/css/materialdesignicons.min.css)
09:53:52	224348/224348	---M--	200	added ('OK')	font/woff2	etag:%22639aade8-36c5c%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont.woff2?v=3.9.97	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont3b9f.woff2	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/css/materialdesignicons.min.css)
09:53:53	319308/319308	---M--	200	added ('OK')	font/woff	etag:%22639aade8-4df4c%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont.woff?v=3.9.97	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont3b9f.woff	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/css/materialdesignicons.min.css)
09:53:53	662928/662928	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639aade8-a1d90%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont.ttf?v=3.9.97	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/fonts/materialdesignicons-webfont3b9f.ttf	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/mdi/css/materialdesignicons.min.css)
09:53:53	33473/33473	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639aade8-82c1%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/ad.svg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/ad.svg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
09:53:54	32253/32253	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639aade8-7dfd%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/ad.svg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/ad.svg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
09:53:54	254/254	---M--	200	added ('OK')	image/svg+xml	etag:%22639aade8-fe%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/ae.svg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/ae.svg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
09:53:54	262/262	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639aade8-106%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/ae.svg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/ae.svg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
09:53:55	21066/21066	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639aade8-524a%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/af.svg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/af.svg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
09:53:55	20928/20928	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639aade8-51c0%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/af.svg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/af.svg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
09:53:56	749/749	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639aade8-2ed%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/ag.svg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/ag.svg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
09:53:56	761/761	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639aade8-2f9%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/ag.svg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/ag.svg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
09:53:56	48259/48259	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639aade8-bc83%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/ai.svg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/ai.svg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
09:53:57	48199/48199	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639aade8-bc47%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/ai.svg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/1x1/ai.svg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
09:53:57	3206/3206	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639aade8-c86%22	https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/al.svg	C:/Users/admin/Downloads/admin/themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/flags/4x3/al.svg	(from https://themewagon.github.io/corona-free-dark-bootstrap-admin-template/assets/vendors/flag-icon-css/css/flag-icon.min.css)
